imageid,url,pitch,yaw,roll,manual_pitch,manual_yaw,object_id,object_title,object_classification,object_department,object_division,object_artist,object_century,object_datebegin,object_culture,object_provenance,object_dimensions,object_medium,object_technique,object_accessionyear
495047,"https://ids.lib.harvard.edu/ids/iiif/461809961/565,648,575,767/full/0/native.jpg",-6,3,3,0,0,98607,John Quincy Adams Ward (1830-1910),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.4 x 12.3 cm (7 5/8 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495048,"https://ids.lib.harvard.edu/ids/iiif/461811992/565,660,534,712/full/0/native.jpg",5,-8,-4,0,4,98570,Thomas Pritchard Rossiter (1818-1871),Photographs,Department of Photographs,European and American Art,? Napoleon Sarony,19th century,1866,American?,NA,photograph: 19.4 x 12.2 cm (7 5/8 x 4 13/16 in.)\r\n27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495049,"https://ids.lib.harvard.edu/ids/iiif/461811996/563,734,511,681/full/0/native.jpg",7,27,2,0,2,98543,Emmanuel Leutze (1816-1868),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,Unidentified culture,NA,photograph: 13.9 x 10.5 cm (5 1/2 x 4 1/8 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495050,"https://ids.lib.harvard.edu/ids/iiif/461812000/437,664,679,905/full/0/native.jpg",-14,-32,-2,2,-20,99016,Thomas Sully (1783-1872),Photographs,Department of Photographs,European and American Art,George Gardner Rockwood,19th century,1860,American,NA,photograph: 17 x 11.5 cm (6 11/16 x 4 1/2 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495051,"https://ids.lib.harvard.edu/ids/iiif/461812004/527,525,478,637/full/0/native.jpg",5,-15,2,0,-8,98569,John Frederick Kensett (1816-1872),Photographs,Department of Photographs,European and American Art,? Napoleon Sarony,19th century,1866,American?,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495052,"https://ids.lib.harvard.edu/ids/iiif/461812103/550,637,514,685/full/0/native.jpg",-6,17,-1,-2,10,98551,Henry Kirke Brown (1814-1886),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,American?,NA,photograph: 13.9 x 10.8 cm (5 1/2 x 4 1/4 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495053,"https://ids.lib.harvard.edu/ids/iiif/461812107/546,706,533,711/full/0/native.jpg",5,36,-5,0,8,98933,George Henry Boughton (1833-1905),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,American?,NA,photograph: 13.8 x 10.8 cm (5 7/16 x 4 1/4 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495054,"https://ids.lib.harvard.edu/ids/iiif/461814138/554,505,579,772/full/0/native.jpg",-5,-16,-2,0,0,99010,Eastman Johnson (1824-1906),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495055,"https://ids.lib.harvard.edu/ids/iiif/461814134/531,556,491,655/full/0/native.jpg",-4,-12,2,0,-6,98932,William Page (1811-1885),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,American?,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495056,"https://ids.lib.harvard.edu/ids/iiif/461814142/499,497,549,732/full/0/native.jpg",6,-4,0,-2,-2,98986,Louis Lang (1814-1893),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.4 x 12.2 cm (7 5/8 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495057,"https://ids.lib.harvard.edu/ids/iiif/461814146/458,463,612,816/full/0/native.jpg",-7,26,4,0,0,98910,Albert Fitch Bellows (1829-1883),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.5 x 12.1 cm (7 11/16 x 4 3/4 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495058,"https://ids.lib.harvard.edu/ids/iiif/461821380/558,737,491,655/full/0/native.jpg",3,-23,2,-2,-14,98909,Frederick Edwin Church (1826-1900),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,American?,NA,photograph: 17.2 x 11.7 cm (6 3/4 x 4 5/8 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495061,"https://ids.lib.harvard.edu/ids/iiif/461821407/502,668,538,717/full/0/native.jpg",-6,-8,-1,6,4,99008,Robert Walter Weir (1803-1889),Photographs,Department of Photographs,European and American Art,? Napoleon Sarony,19th century,1866,American?,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495062,"https://ids.lib.harvard.edu/ids/iiif/461821410/486,413,585,780/full/0/native.jpg",-5,-4,0,0,0,98985,William Hart (1823-1894),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1860,Unidentified culture,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495064,"https://ids.lib.harvard.edu/ids/iiif/461822986/533,487,486,648/full/0/native.jpg",0,-5,-7,0,0,98906,William John Hennessy (1839-1917),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495066,"https://ids.lib.harvard.edu/ids/iiif/461823008/509,649,523,697/full/0/native.jpg",-4,-10,3,0,0,98904,James David Smillie (1833-1909),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 2.1 x 17.4 cm (13/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495067,"https://ids.lib.harvard.edu/ids/iiif/461823012/487,616,615,820/full/0/native.jpg",-4,-15,2,4,0,98907,Launt Thompson (1833-1894),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495068,"https://ids.lib.harvard.edu/ids/iiif/461823016/528,703,554,739/full/0/native.jpg",5,-16,5,-6,-18,98889,George Augustus Baker (1821-1880),Photographs,Department of Photographs,European and American Art,? Napoleon Sarony,19th century,1866,American?,NA,photograph: 14 x 10.9 cm (5 1/2 x 4 5/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495069,"https://ids.lib.harvard.edu/ids/iiif/461823020/640,263,787,1049/full/0/native.jpg",-3,21,-4,0,0,230279,Portrait of a Lady,Paintings,"Department of Paintings, Sculpture & Decorative Arts",European and American Art,Pietro Longhi,18th century,0,"Italian, Venetian",NA,78.1 x 62.8 cm (30 3/4 x 24 3/4 in.),Oil on canvas,NA,1943
495060,"https://ids.lib.harvard.edu/ids/iiif/461821388/514,548,572,763/full/0/native.jpg",-1,-4,-5,4,2,99009,Régis François Gignoux (1816-1882),Photographs,Department of Photographs,European and American Art,Napoleon Sarony,19th century,1866,American,NA,photograph: 19.5 x 12.2 cm (7 11/16 x 4 13/16 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
495063,"https://ids.lib.harvard.edu/ids/iiif/461821414/478,646,621,828/full/0/native.jpg",-1,-13,0,-2,-16,99007,Henry Inman (1801-1846),Photographs,Department of Photographs,European and American Art,Unidentified Artist,19th century,1845,Unidentified culture,NA,photograph: 13.9 x 10.8 cm (5 1/2 x 4 1/4 in.)\r\npage: 27.1 x 17.4 cm (10 11/16 x 6 7/8 in.),Albumen silver print mounted on page.,Albumen silver print,1982
318316,"https://ids.lib.harvard.edu/ids/iiif/20464096/262,188,425,567/full/0/native.jpg",-10,28,3,2,2,247146,Jan Asselyn,Prints,Department of Prints,European and American Art,J. L. L. C. Zentner,18th century,0,German,"John Witt Randall, bequest to his sister.\r\nBelinda Lull Randall, sister of John Witt Randall, gift to Harvard University, 1892.\r\n",NA,NA,Engraving,NA
318322,"https://ids.lib.harvard.edu/ids/iiif/20464102/198,140,530,707/full/0/native.jpg",-11,19,-5,0,0,246691,A. Bloemaert (?),Prints,Department of Prints,European and American Art,J. L. L. C. Zentner,18th century,0,German,"John Witt Randall, bequest to his sister.\r\nBelinda Lull Randall, sister of John Witt Randall, gift to Harvard University, 1892.\r\n",NA,NA,Engraving,NA
495087,"https://ids.lib.harvard.edu/ids/iiif/461975463/602,541,547,729/full/0/native.jpg",0,-12,-1,-2,-4,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495088,"https://ids.lib.harvard.edu/ids/iiif/461975467/767,563,516,688/full/0/native.jpg",2,11,-2,0,2,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495089,"https://ids.lib.harvard.edu/ids/iiif/461975475/602,530,469,625/full/0/native.jpg",-2,18,-2,0,8,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495090,"https://ids.lib.harvard.edu/ids/iiif/461975471/690,570,486,648/full/0/native.jpg",0,-4,-6,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495091,"https://ids.lib.harvard.edu/ids/iiif/461975483/612,543,517,689/full/0/native.jpg",5,-9,4,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495094,"https://ids.lib.harvard.edu/ids/iiif/461975528/745,536,456,608/full/0/native.jpg",4,6,-3,0,4,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495096,"https://ids.lib.harvard.edu/ids/iiif/461975536/678,431,503,671/full/0/native.jpg",0,-44,1,0,-42,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495110,"https://ids.lib.harvard.edu/ids/iiif/461976877/793,481,439,585/full/0/native.jpg",8,6,-4,-4,8,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495114,"https://ids.lib.harvard.edu/ids/iiif/461977104/596,537,464,619/full/0/native.jpg",0,21,2,0,10,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495117,"https://ids.lib.harvard.edu/ids/iiif/461977132/769,663,446,595/full/0/native.jpg",12,-17,-2,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495118,"https://ids.lib.harvard.edu/ids/iiif/461977136/637,580,486,648/full/0/native.jpg",2,8,9,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495082,"https://ids.lib.harvard.edu/ids/iiif/461974331/722,530,412,549/full/0/native.jpg",-1,12,-3,0,6,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495084,"https://ids.lib.harvard.edu/ids/iiif/461975455/716,573,476,635/full/0/native.jpg",6,19,-2,0,6,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495085,"https://ids.lib.harvard.edu/ids/iiif/461975451/636,580,416,555/full/0/native.jpg",0,19,1,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495092,"https://ids.lib.harvard.edu/ids/iiif/461975479/738,523,495,660/full/0/native.jpg",2,-17,-2,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495095,"https://ids.lib.harvard.edu/ids/iiif/461975532/666,567,473,631/full/0/native.jpg",1,15,-3,0,6,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495115,"https://ids.lib.harvard.edu/ids/iiif/461977106/654,533,506,675/full/0/native.jpg",7,-14,-4,-2,-6,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495081,"https://ids.lib.harvard.edu/ids/iiif/461974323/626,536,475,633/full/0/native.jpg",3,-11,-1,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
311864,"https://ids.lib.harvard.edu/ids/iiif/20459900/208,135,477,636/full/0/native.jpg",-4,-12,-6,0,0,185504,John Fitzgerald Kennedy (1917-1963),Paintings,Harvard University Portrait Collection,Modern and Contemporary Art,Germain Green Glidden,20th century,1961,American,NA,61.1 x 51 cm (24 1/16 x 20 1/16 in.)\r\nframed: 65.1 x 54.9 cm (25 5/8 x 21 5/8 in.),Tempera and Graphite on paper  board,NA,NA
312667,"https://ids.lib.harvard.edu/ids/iiif/20460626/136,126,477,636/full/0/native.jpg",-7,27,2,0,2,238138,Sir James Thornhill,Prints,Department of Prints,European and American Art,Samuel Ireland,18th century,1780,"British, English","John Witt Randall, bequest to his sister.\r\nBelinda Lull Randall, gift to Harvard University, 1892. sister of John Witt Randall\r\n",sheet: 19.2 x 14 cm (7 9/16 x 5 1/2 in.),NA,Etching,NA
495097,"https://ids.lib.harvard.edu/ids/iiif/461975540/556,462,530,707/full/0/native.jpg",4,0,4,-2,-8,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495099,"https://ids.lib.harvard.edu/ids/iiif/461975868/617,537,446,595/full/0/native.jpg",0,23,-1,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495102,"https://ids.lib.harvard.edu/ids/iiif/461976117/769,453,450,600/full/0/native.jpg",2,12,0,-2,8,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495107,"https://ids.lib.harvard.edu/ids/iiif/461976152/575,550,471,628/full/0/native.jpg",3,-21,1,-2,-8,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495108,"https://ids.lib.harvard.edu/ids/iiif/461976153/711,560,507,676/full/0/native.jpg",-3,19,0,0,10,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
495111,"https://ids.lib.harvard.edu/ids/iiif/461976881/550,533,480,640/full/0/native.jpg",-9,-24,-2,0,0,92511,"Album of Delegates to the International American Conference, Washington, DC, Presented by the Government of the United States",Photographs,Department of Photographs,European and American Art,Mathew B. Brady,19th century,1889,American,NA,NA,NA,Albumen silver print,1998
